,text,emotion,clean_text
10259,i had to do was heal they said and i was feeling pretty hopeful about that,joy,heal said pretty hopeful
10260,i added muas primer to mine and it makes my skin feel lovely,love,added muas primer mine makes skin lovely
10261,i feel are flawless while they slowly declined in quality after that,joy,flawless slowly declined quality
10262,i was starting to feel a little bitchy by this point,anger,starting little bitchy point
10263,i can stop relying on the views of others for my self worth and thus not feel so threatened by their behaviors,fear,stop relying views others self worth thus threatened behaviors
10264,i feel it is vital that a rlsh gimmick needs to be his or her own,joy,vital rlsh gimmick needs
10265,i feel like thats so vital to make your room a reflection of who you are because you will need to feel at home while away from home,joy,like thats vital make room reflection need home away home
10266,i told him that college philosophy was not the same as his class because it lacked the comforting feeling of a humorous instructor,joy,told college philosophy lacked comforting humorous instructor
10267,i cleaned i walked to work i feel very eco friendly right now and did manual labor with charts,joy,cleaned walked work eco friendly right manual labor charts
10268,i feel this was an acceptable substitute,joy,acceptable substitute
10269,i did feel reluctant to keep on going and drew focalors sigil with a black opium incense stick on a wall by grabbing the wooden part and pulling the incense part back slightly and allowing it to smack to wall leaving a black powder line and meditated,fear,reluctant keep going drew focalors sigil black opium incense stick wall grabbing wooden part pulling incense part back slightly allowing smack wall leaving black powder line meditated
10270,i feel hated helping prevent gay,sadness,hated helping prevent gay
10271,i feel like i am nothing but pathetic,sadness,like nothing pathetic
10272,im feeling lame about my progress is to look at my pics that ive taken,sadness,lame look pics taken
10273,i was blessed but in some ways i feel like im being tortured by divinity,fear,blessed ways like tortured divinity
10274,i was like that too before i really heck care about having nice feeds and post whatever photos i feel like they only comment on cool peoples photos,joy,like really heck care nice feeds post whatever photos like comment cool peoples photos
